CBF,CCO,CMRO2,Dpsi,H,HHb,HbO2,HbT,J_O2,L,O2,O2c,P_a,Pa_CO2,R_Hi,SaO2sup,TOI,Vmca,XOv,a,bred,eta,f1,f2,f3,mu,r,t,u,v_c,v_o,v_p,v_u
0.012609953449670757,0.0030656040109406507,0.034017202063582004,145.02362350632077,0.00003981005331089198,23.93742503226845,68.68940359064666,92.62682862291511,0.034017202063582004,10.15438867569612,0.02418641041621543,0.06459647969843561,88.3496135426,40,240278.07118400667,0.96,74.1571363414395,63.04976724835379,6.03835308168642,0.06571739707479016,0.001400923193824568,-0.4611968580800281,0.5077194337848061,0.5077194337848061,0.507719433784806,-0.22659613142087073,0.019357064986345186,0,1,40,0.06459647969843561,88.3496135426,1
0.012739556109060527,0.006711948034972021,0.034037414388186416,145.0517642898046,0.00003980926277524491,23.743511082386064,68.9333800674857,92.67689114987176,0.034034039177716684,10.160508278925038,0.02441029927961194,0.06484036988197078,88.8676005655,40,240282.8426459178,0.96,74.38033280163724,63.697780545302635,6.0644752751478395,0.06577182011992495,0.0013930200602226051,-0.45714454458633014,0.5080245963148203,0.5080215521149904,0.508021110271439,-0.22467312907089276,0.01937693152790977,1,1,40,0.06460920776023059,88.4435086601537,1
0.01268065117436375,0.005066194938094862,0.0340282828706203,145.03906399470898,0.000039809619552159024,23.830512458239582,68.80830672804477,92.63881918628435,0.03402634583945578,10.15774605037906,0.024308945649300123,0.06472987710107411,88.7391356964,40,240280.68921234415,0.96,74.2758892356782,63.40325587181875,6.052672041228237,0.06574725664086709,0.0013965840045854498,-0.454841464793598,0.5078868301398427,0.5078850742585352,0.507884818964482,-0.22357943414520345,0.019361825112921945,2,1,40,0.06461605693645439,88.4970967503808,1
0.012635773061699055,0.0038010265316160557,0.03402126891400395,145.02930033164253,0.0000398098938353379,23.897467705153602,68.71532228904285,92.61278999419645,0.03402048143957417,10.155622937187,0.024231368479151357,0.06464533343188548,88.6197613421,40,240279.03372059143,0.96,74.1963634756591,63.178865308495276,6.043605852615235,0.06572837353032263,0.0013993272046078644,-0.4539078614154072,0.5077809538370757,0.5077802372551607,0.507780133044835,-0.22313592057240375,0.019351490311545174,3,1,40,0.06461795388305734,88.5193320685445,1
0.012669914228046756,0.004764789619865151,0.0340266104899633,145.0367381127322,0.00003980968489122302,23.846076921235962,68.77642774680493,92.62250466804089,0.03402493089654074,10.15724025329432,0.024290437248801883,0.06470968784683838,88.7807730742,40,240280.2948431048,0.96,74.25455400207508,63.34957114023378,6.050509768731421,0.06574275805402784,0.001397237252725497,-0.45189573752244006,0.5078616032571038,0.5078600793672985,0.5078598580591537,-0.22217973575715053,0.019355348134888588,4,1,40,0.06462295375210644,88.56672328275258,1
0.012690646525289135,0.005348635349384456,0.034029843988632624,145.04124441036868,0.0000398095582995226,23.814760082285616,68.8081576537688,92.62291773605442,0.03402758853496818,10.158220232413182,0.024326302874050992,0.06474871056163234,88.9166249321,40,240281.05891817727,0.96,74.28847993090648,63.453232626445676,6.05468755028754,0.0657514721693938,0.0013959719863447264,-0.4491972159268237,0.5079104624378157,0.5079084166203787,0.5079081192333227,-0.22089669579762933,0.019355512152527298,5,1,40,0.06462988487802752,88.63014969121386,1
0.012673070108607219,0.004855876224700906,0.03402710948812773,145.03744200592564,0.000039809665117196465,23.84060021867623,68.76536349153571,92.60596371021194,0.034025269800875585,10.157393323017462,0.02429602741142222,0.06471568060422903,88.91711343,40,240280.41419374238,0.96,74.25586942404742,63.365350543036094,6.051151777297634,0.06574411755559255,0.0013970397863785954,-0.4470009332473258,0.5078692172169934,0.5078675496318716,0.5078673057929513,-0.219851885623465,0.019348779045245075,6,1,40,0.06463484608455142,88.6821673918258,1
0.012730531705951858,0.006466735254489861,0.03403603807755065,145.0498743628476,0.0000398093158667672,23.754630194499256,68.86523754906327,92.61986774356252,0.03403267552274579,10.160097193657645,0.02439516269832475,0.06482361337345537,89.2048311945,40,240282.5221937449,0.96,74.35255439980878,63.652658529759286,6.062688602032432,0.06576816022767895,0.001393550683415828,-0.44297129439521554,0.5080040439321064,0.5080010085991926,0.5080005683216515,-0.21793360506603993,0.01935430105391448,7,1,40,0.06464514515919483,88.77691026572418,1
0.012788626801223843,0.008082664715170926,0.03404499398634198,145.06234685893727,0.00003980896549181688,23.668158689876364,68.958839553637,92.62699824351337,0.034040048584729116,10.16281038576658,0.024495089213531447,0.06493229857331259,89.5435922814,40,240284.63701826855,0.96,74.44788329677537,63.943134006119216,6.074256165315222,0.06579227857783837,0.001390055394964393,-0.4370463470256736,0.5081393248030343,0.5081348820171758,0.5081342386021191,-0.21511001952507475,0.019357132332087378,8,1,40,0.06466085247416621,88.91588613732699,1
0.012755855344310896,0.007176946981437823,0.03403996315531732,145.05535775958123,0.00003980916182786049,23.715535454606865,68.87661755314801,92.59215300775487,0.034035767585398315,10.161289945926347,0.02443901936938251,0.06487114319981202,89.5688374566,40,240283.451950988,0.96,74.38710011136622,63.77927672155448,6.067753422093777,0.06577876040270803,0.001392013829473654,-0.4320324282257243,0.5080634799472481,0.5080597058092238,0.5080591515719003,-0.2127177778964253,0.019343292542533017,9,1,40,0.064672851226869,89.03424613122748,1
0.012815474544677366,0.008828636548689595,0.034049119155441857,145.068106325321,0.0000398088036990362,23.62701297151264,68.96921209036353,92.59622506187617,0.03404330691497081,10.164063465695278,0.02454137947983631,0.06498245950924411,89.9400198215,40,240285.61359419723,0.96,74.48382700728436,64.07737272338683,6.079578137461656,0.06580341248580134,0.0013884434186211732,-0.4250657624051032,0.5082017722874932,0.5081965624437945,0.508195808290177,-0.20938960920329905,0.01934491038710606,10,1,40,0.06468998355857167,89.19843504593956,1
0.012763547273242826,0.007395841044661025,0.034041163569791554,145.0570492094014,0.00003980911431197728,23.702280304636346,68.84796655771551,92.55024686235186,0.034036586320017596,10.16165789438912,0.02445255271171345,0.06488564914190667,89.9159985811,40,240283.7387516453,0.96,74.38982487006406,63.81773636621413,6.0692972759810315,0.06578202747827852,0.0013915403029319275,-0.4195949167222508,0.5080817865890969,0.5080776666151428,0.5080770682058441,-0.20677262586400455,0.019326635182709134,11,1,40,0.06470148602063627,89.32850724754852,1
0.012855525076862917,0.009934026695020387,0.03405523781146508,145.07664017645368,0.00003980856397048878,23.566551501998376,68.99849238599738,92.56504388799576,0.034048200866007204,10.165920397564726,0.024610164101761395,0.06505705780450055,90.4298434349,40,240287.06060246757,0.96,74.54054952913538,64.27762538431459,6.087473367136192,0.06581991084619433,0.0013860566824364605,-0.4111497493103341,0.5082943291118989,0.5082880477231759,0.5082871315144041,-0.2027270701916823,0.019332518522016177,12,1,40,0.06472121638515886,89.52814562883465,1
0.012765903063905685,0.007467205650082215,0.03404154376303951,145.05760242854,0.00003980909877105333,23.696615657878766,68.80265440388486,92.49927006176362,0.034036697459111837,10.161778240930781,0.02445696436797157,0.06489019282367617,90.2935277943,40,240283.83255511528,0.96,74.38183496793428,63.829515319528426,6.069780685945569,0.06578309262164302,0.0013913858818835661,-0.4053568938101283,0.5080877380900154,0.5080833808536465,0.5080827427319329,-0.19994805657489126,0.01930635293482106,13,1,40,0.06473165804655202,89.66688587757072,1
0.012761112769783749,0.007335787678661096,0.0340408109602869,145.0565887419301,0.000039809127247321286,23.70280069999812,68.77317427772367,92.47597497772179,0.034036034562168214,10.161557725812003,0.024448833482267368,0.06488127446252444,90.4271197264,40,240283.6606752803,0.96,74.36869337608138,63.805563848918744,6.068831773214767,0.065781131159383,0.0013916700915132265,-0.39963112280495006,0.5080767295561063,0.5080724299801096,0.5080718053774165,-0.1971980603540722,0.019297077373609105,14,1,40,0.06474082242210889,89.8046928948257,1
0.012686453790190013,0.005252379418333258,0.03402925485423097,145.04051015609352,0.0000398095789262546,23.812809404066,68.61325057662592,92.42605998069192,0.03402636647569697,10.15806054975154,0.024320372659442938,0.06474132862563567,90.2766383284,40,240280.93442016508,0.96,74.23582763449987,63.43226895095006,6.053897732688224,0.06575003551370646,0.001396180261013011,-0.39617614761854325,0.5079023231545303,0.5078997061437436,0.5078993261825518,-0.19553718556365463,0.019277187354285553,15,1,40,0.0647422393140078,89.89024208815455,1
