CBF,CCO,CMRO2,Dpsi,H,HHb,HbO2,HbT,J_O2,L,O2,O2c,P_a,Pa_CO2,R_Hi,SaO2sup,TOI,Vmca,XOv,a,bred,eta,f1,f2,f3,mu,r,t,u,v_c,v_o,v_p,v_u
0.012621010134473174,0.0033710748954510344,0.03401891661247123,145.0259774342411,0.00003980998698719307,23.936093328937815,69.07508681905797,93.01118014799579,0.0340189166124711,10.154900481334643,0.024205078512973113,0.06461718455998267,85.8230111438,40,240278.47148885383,0.96,74.26535896990917,63.10505067236587,6.040580516930936,0.06572195634172315,0.0014002602758081983,-0.5617786203055406,0.507745024066733,0.5077450240667396,0.5077450240667347,-0.2737279574740129,0.019509070402096627,0,1,40,0.06461718455998267,85.8230111438,1
0.012663062499126123,0.004559301148775868,0.03402550390413378,145.03514713955977,0.00003980972938895928,23.872878614803724,69.15458352953472,93.02746214433844,0.03402443349922283,10.1568943117407,0.024277836248466717,0.06469649597309629,85.9877805136,40,240280.0262673187,0.96,74.33781588305254,63.315312495630614,6.049095982795976,0.06573969106192203,0.0013976828779137813,-0.5604877242086493,0.5078444547363673,0.5078434830346499,0.5078433418527429,-0.27313076548081,0.01951548355385596,1,1,40,0.06462131370900387,85.85287876337685,1
0.012633123556867569,0.0037148772887450887,0.03402081961423428,145.02863089774291,0.00003980991244506768,23.917628432695466,69.09324013198608,93.01086856468154,0.03402048631083158,10.155477408751365,0.02422610290791487,0.06464007364736388,85.903604685,40,240278.92139860298,0.96,74.2851251667834,63.16561778433785,6.0430408413189065,0.06572708772072754,0.0013995142444721406,-0.5600930551679412,0.5077737884134947,0.5077735028536026,0.5077734270781236,-0.27294814235690434,0.019508947655121314,2,1,40,0.06462246701562234,85.86207381298922,1
0.012637033382568804,0.0038253282648291753,0.034021433135420935,145.02948322187382,0.000039809888501287766,23.911687162919534,69.0991844433271,93.01087160624664,0.034021003911452116,10.155662730406815,0.02423286280148072,0.06464744841445452,85.9289329056,40,240279.065915099,0.96,74.29151372309727,63.18516691284402,6.043833026844041,0.06572873624275864,0.0013992746301217972,-0.5595763401008124,0.5077830310157299,0.5077826408666679,0.5077825841107602,-0.27270901577999057,0.019508948853337215,3,1,40,0.0646238378783524,85.87419331035012,1
0.012689068718748411,0.005291208769116679,0.03402956002842756,145.04079582616404,0.00003980957070507066,23.833628339155766,69.19536513602472,93.02899347518049,0.034027799500375676,10.158122702860382,0.024322780477743954,0.06474543877755136,86.1460052744,40,240280.9840412391,0.96,74.38042974686766,63.44534359374205,6.054337519980195,0.06575061505625547,0.0013960965762209766,-0.5574558783530372,0.5079057068777468,0.5079041124956047,0.5079038810213068,-0.27172735103062884,0.01951608660593531,4,1,40,0.06463026034717628,85.92346446037654,1
0.012611474948601972,0.0031024337331405083,0.03401742287507278,145.02390509125192,0.00003981004520428463,23.949779545335957,69.04098004029902,92.99075958563498,0.0340176025490827,10.154449922284261,0.024188663742998228,0.0645992087741292,85.896217811,40,240278.1201123725,0.96,74.24498987635361,63.05737474300986,6.038646778411926,0.06571794677213642,0.0014008433268799414,-0.557683739186306,0.5077225394344284,0.5077227001855729,0.5077227294786981,-0.27183286604213613,0.019501024170907443,5,1,40,0.0646289596057848,85.9185254807642,1
0.012625066746415777,0.003487191536038242,0.03401955854037712,145.0268740406661,0.00003980996179931645,23.929324490337564,69.06762701812687,92.99695150846443,0.03401941325477708,10.155095422357306,0.024212177534348865,0.06462487355786371,85.9434585736,40,240278.62351373024,0.96,74.26870010017527,63.125333732078886,6.0414071426668015,0.06572368942591102,0.0014000082801896273,-0.5575074451945556,0.5077547347612713,0.5077545760524602,0.5077546050802555,-0.27175123054578715,0.019503464299761845,6,1,40,0.06462876686070655,85.9230450837257,1
0.012695446239421308,0.005470533267156602,0.03403055297602437,145.04217992281957,0.00003980953182290107,23.82378531803117,69.19970460027729,93.02348991830846,0.03402861423625198,10.158423713848425,0.024333806882801172,0.06475743303214383,86.2238125291,40,240281.2187248845,0.96,74.3894952350715,63.47723119710654,6.05562057049349,0.06575329154130084,0.0013957080637408352,-0.5551689493065214,0.5079207143863618,0.5079189633753574,0.5079187011346921,-0.27066798637771367,0.019513919168075034,7,1,40,0.06463553637286738,85.97756497203848,1
0.012652568369998844,0.004266034295720381,0.03402387048230268,145.0328849811727,0.00003980979293802506,23.88754742281374,69.1103297758954,92.99787719870913,0.034022980305582665,10.156402405756586,0.024259852950097912,0.06467678638178988,86.1158154681,40,240279.64270412282,0.96,74.31387882997258,63.26284184999422,6.046982355351285,0.06573531394471224,0.0013983187243611834,-0.554107984229738,0.5078199023565626,0.5078191116498676,0.5078189624224281,-0.2701762970519214,0.01950382907191979,8,1,40,0.06463804939489723,86.00262553534324,1
0.012677783357658338,0.004976039218005976,0.034027807712666516,145.03836425227288,0.00003980963901307782,23.84961233593073,69.1539452299115,93.00355756584223,0.03402627469376485,10.157593905983937,0.02430341344059649,0.06472426037623966,86.2417039047,40,240280.57175127606,0.96,74.35623651380614,63.388916788291695,6.052070662227062,0.06574591103310456,0.0013967795117999604,-0.5522648403859821,0.5078793218707899,0.5078779294629863,0.5078777270547241,-0.26932178296492154,0.019506067295265973,9,1,40,0.06464275591681273,86.04596309130855,1
0.012648770851307714,0.004159557398871805,0.034023279209056435,145.0320635556558,0.00003980981601363857,23.892789054769878,69.09244501047363,92.9852340652435,0.03402246093653046,10.156223791741738,0.024253328403145827,0.06466964486053922,86.1751107595,40,240279.50342691338,0.96,74.30474924867598,63.24385425653857,6.046216041045316,0.06573372473729659,0.0013985496327940117,-0.5512880186963852,0.5078109893647083,0.5078102455428093,0.5078101374486035,-0.26886873906392184,0.019498846401802824,10,1,40,0.06464449021587983,86.06937359186095,1
0.012661938592318268,0.0045309020337811895,0.03402533795919801,145.03492929656167,0.00003980973550851425,23.872884474712095,69.1137055787208,92.98659005343289,0.03402418367004045,10.156846940985847,0.024276092362085597,0.06469445530702854,86.2516391226,40,240279.9893314633,0.96,74.32652981360644,63.309692961591345,6.0488772169900304,0.06573926719453405,0.0013977444054963067,-0.5499003780807586,0.5078420653452842,0.5078410174099197,0.5078408650626568,-0.26822495531052587,0.019499380858905676,11,1,40,0.06464732658768672,86.10241272735348,1
0.012696139783298664,0.005492445567192139,0.034030668119588325,145.04235004038028,0.00003980952704374035,23.82153369219793,69.17292736193522,92.99446105413315,0.034028625950081104,10.158460711258158,0.024335153282497773,0.06475879334705444,86.4213491342,40,240281.24757081628,0.96,74.38392198613728,63.480698916493324,6.055765966662318,0.0657536185905551,0.0013956605636481901,-0.5474456823387317,0.5079225386871675,0.5079206884916037,0.5079204196953481,-0.26708553399243007,0.019502482891824994,12,1,40,0.06465342906167153,86.16022608963088,1
0.012766056310746137,0.007442837842261518,0.03404148304081428,145.05740273957096,0.000039809104184380244,23.71742777608023,69.29447321361744,93.01190098969766,0.03403762831130862,10.161734827738396,0.02445547402677514,0.06488980827012486,86.7585384604,40,240283.79988080903,0.96,74.50065257917129,63.830281553730686,6.069739768467691,0.06578272892301883,0.0013914389516356362,-0.5428100708859781,0.5080858088436251,0.5080823395700822,0.5080818364300639,-0.26493173874638193,0.01950935437178383,13,1,40,0.0646661947848088,86.26868172250117,1
0.012725475886879384,0.0063158829936405675,0.034035226891257535,145.0487060989635,0.00003980934848925173,23.776737523898547,69.20170479369366,92.97844231759221,0.03403233374990664,10.159843113898292,0.024385864596703475,0.06481390926948025,86.718858699,40,240282.32528991395,0.96,74.4276878260846,63.62737943439692,6.061653355840685,0.06576590870139762,0.0013938773483797304,-0.5393486067038915,0.5079914536371526,0.5079888406075987,0.5079884610635452,-0.2633217480944552,0.01949616924225335,14,1,40,0.064674665649994,86.35028496398537,1
0.012759310200430576,0.0072584632171347335,0.03404045288319673,145.05598093123368,0.00003980914412552894,23.726088647489263,69.2520817314854,92.97817037897467,0.03403667107905329,10.16142553291831,0.024444068098762664,0.06487726521679311,86.9406146046,40,240283.55880024325,0.96,74.48208697720891,63.79655100215288,6.068405089022631,0.06577997706294231,0.001391837690226885,-0.534806839569799,0.5080703609672436,0.5080669565367382,0.5080664609432347,-0.2612070629415291,0.019496062042296737,15,1,40,0.06468588759390705,86.4572935733679,1
