Parameter	TOTAL_mu	TOTAL_mu_star	TOTAL_sigma	TOTAL_mu_star_conf	CCO_mu	CCO_mu_star	CCO_sigma	CCO_mu_star_conf	TOI_mu	TOI_mu_star	TOI_sigma	TOI_mu_star_conf	CBF_mu	CBF_mu_star	CBF_sigma	CBF_mu_star_conf	Vmca_mu	Vmca_mu_star	Vmca_sigma	Vmca_mu_star_conf
a_frac_n	1.0348087862093776	1.0348087862093776	10.348087862093776	2.058334948017394	0.46117526642388873	0.46117526642388873	4.611752664238887	0.9257730547096761	0.3085784178650605	0.3085784178650605	3.0857841786506053	0.5875540466122325	0.13252755096021415	0.13252755096021415	1.3252755096021416	0.25798544608160795	0.13252755096021424	0.13252755096021424	1.3252755096021425	0.2410355403401291
a_n	1.0899958805939576	26.301157675307877	28.915633197633834	2.3528361597522967	1.0899958805939576	26.301157675307874	28.915633197633834	2.305923419796829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ared_n	0.5918505563508706	0.5918505563508706	5.918505563508705	1.144163787048637	0.033316196772669275	0.033316196772669275	0.33316196772669276	0.06426012098594582	0.28057674069968835	0.28057674069968835	2.805767406996883	0.5465255340117126	0.1389788094392564	0.1389788094392564	1.3897880943925638	0.2807123998957725	0.13897880943925647	0.13897880943925647	1.3897880943925647	0.2696827601262189
b_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bred_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c3	-0.6066259541106247	2.7407503981118753	7.468350745455217	1.4218862350331465	0.10226503687427353	2.1790065862324735	3.7507146997056937	0.6048794477123065	-0.4218759728017611	0.48997349253224526	3.194092172835588	0.6036692227692326	-0.14350750909157392	0.1654420634137007	1.4298379352441208	0.28172822094760636	-0.14350750909157448	0.1654420634137	1.4298379352441213	0.2682144642336397
C_buffi	0.3973980860338584	0.39739813109601	3.973800415283079	0.835873648942128	0.22391515629701148	0.2239151768027949	2.2389697697222	0.4542930379177887	0.08619499169644511	0.08619502234068721	0.8619500087066868	0.16352230447753557	0.04364396902020078	0.0436440960516586	0.43644031977442405	0.08579205669609087	0.04364396902020066	0.04364409605165899	0.4364403197744244	0.08406337869583998
C_im	-40.88024645988711	40.88157682695706	408.8091029850355	82.04768466313111	-0.44561120263084425	0.44767158096387893	4.46651236926141	0.8246823858309387	-2.016039056450528	2.016040241557758	20.156635274304644	4.005544909294558	-19.209298100402865	19.209298385747367	192.09298238589827	36.772492553464694	-19.209298100402883	19.209298385747385	192.09298238589844	36.469831869369386
C_NADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C_NADH_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CBFn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ck2	-43.29999723659409	113.26106214753756	724.9233362825638	149.38453616475223	-0.1812444775947348	1.5385894815985082	8.604457136458587	1.7069219670255344	-43.97049711029162	106.16579969584653	709.5501440238381	135.0268605846378	0.4258721756461154	2.790286653616168	16.36075254142361	3.1861112699852905	0.42587217564611607	2.7902866536161697	16.36075254142362	3.22960599790265
CMRO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CVinh	1.7477441842282124	3.980948137924651	14.604218021797712	2.7146974925784164	0.38068559106770317	2.753273561250794	5.727501073990579	0.9785951879370718	1.0648488122418418	1.5462864441891282	6.57500739464216	1.2372817591959369	0.15110489045933334	0.26299104374324805	1.6758416251706714	0.31814110085820074	0.15110489045933373	0.26299104374324866	1.6758416251706727	0.30754649419397073
cytox_tot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cytox_tot_tis	3.6945079294742498	18.905675691738505	27.451098886663445	3.9809073239580863	4.103131940533588	18.200473772835206	24.300533516378636	3.2951339779029327	-0.11914684652042405	1.062355871177278	4.618613207717798	0.8753849100422524	-0.1447385822694499	0.1833142575779531	1.3893702307877631	0.2625494513057374	-0.14473858226946038	0.18331425757794276	1.389370230787763	0.2774920308841818
D_O2	881024.4030704309	881160.4485977713	8810896.071240608	1694586.7833687612	-2.5680554102451474	7.909506593869165	15.850728816826319	2.7090138868452653	-11.831468979844011	14.972419237214881	93.9761549584299	18.380958447444968	440519.4012974104	440570.02058148605	4405447.1722148545	842547.7734533834	440519.4012974108	440570.02058148646	4405447.172214858	829719.4245062621
Dp3_corr	-3.539898085054959	5.308861380400222	20.895712860362472	3.9659540885246485	-1.2359691045670376	2.942760480084549	9.384469452132459	1.7686124771240765	-1.0242504015053582	1.2988197235409726	6.5406063010583155	1.2140377794639834	-0.6398392894912885	0.6529531274442273	3.861616268220318	0.7671348566896466	-0.639839289491288	0.6529531274442282	3.8616162682203212	0.7120418496157627
Dp_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dp_CV0	-0.5926131809905602	0.9786509957387881	2.2583020634860773	0.4255827875876439	-0.5228430381884814	0.8484281382367344	2.201593214693207	0.40532883256148133	-0.08218705187667068	0.25707979823344723	0.5289935777110132	0.09182701849689542	0.0062084545372987875	0.021959060349138373	0.044415014353104125	0.007982692655012367	0.006208454537299134	0.021959060349138682	0.04441501435310437	0.007867997151967251
Dp_n	60.426039316517645	327.6959272467203	1974.6121697546746	398.3141868259111	2.717908131741423	17.681897525835208	34.425511302368385	5.7236521499627475	98.51236951117913	276.7629433420691	1970.5670310063867	396.1660212936964	-20.402119163201455	22.137120317201212	183.6294786456229	35.1851408729908	-20.402119163201473	22.13712031720123	183.62947864562307	37.338589154525344
DpH_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dpsi_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E1NADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E1NADH_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_1n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_2	-62.199398261294974	156.6336969168031	999.7716272596615	195.36315142171182	0.7044841044558291	8.22373103945228	20.224794420858377	3.5786624593388416	-103.46976138637746	109.0493260571762	915.7288784772168	183.03129228924152	20.282939510313337	21.883970747209798	203.2469921499389	40.77124484415938	20.282939510313348	21.883970747209805	203.24699214993902	40.87002689388342
E_a30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_c0	-5.0698745475718106	14.585347960476941	60.84104410943205	11.53442397584744	-0.25700448815328847	7.452194134788869	21.139317171102693	3.804241620159538	-4.7103605646439455	6.923590390216857	52.789778019136214	10.521371212151784	-0.05125474738728544	0.4179273816550561	2.4647549377182587	0.4726381338565075	-0.05125474738728563	0.41792738165505633	2.4647549377182605	0.4730755204335797
E_N0	-7.087107461075132	18.56328247365675	94.85435981335878	17.900069026104372	1.0526991036364504	9.14085120435929	24.265777545044493	4.319074755620638	-5.7093969290084114	6.853530697918378	54.925436017426364	10.96935111436649	-1.215204817851586	1.6883568181926656	14.473027768907782	2.8778125742446297	-1.2152048178515837	1.6883568181926694	14.473027768907793	2.7091351897315543
f_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
h_0	12995460.85652539	12995526.029523527	129931816.17389727	25376663.679907292	2.5656202594923503	6.572395604768562	18.706620487673476	3.4696595219192705	1999.5856129547444	2060.0506612506156	18101.42913118137	3498.4478245518776	6496729.352646083	6496731.893116187	64966008.57548408	12318174.715645371	6496729.352646087	6496731.893116192	64966008.57548413	12692967.642895337
H_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
h_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J_O2n	1.7657372202665402	1.7657372202665402	17.657372202665382	3.431201933554827	0.9936647994106995	0.9936647994106995	9.936647994106997	1.8805243627764288	0.4896692757880078	0.4896692757880078	4.896692757880072	0.9828974946308432	0.14120157253391644	0.14120157253391644	1.4120157253391663	0.2779519003394236	0.14120157253391652	0.14120157253391652	1.4120157253391672	0.2781304423511538
k10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k1_n	-40.15573306038002	48.15230916285903	407.3222412011321	81.63271695663472	0.7090318892827415	7.1811436984563475	11.204830890026704	1.6984814192507673	-6.30159238552545	6.824909672689555	61.053220383121804	12.056769291136773	-17.28158628206865	17.323956013391637	171.4239810453613	33.34237185735131	-17.28158628206866	17.323956013391648	171.42398104536144	32.71001084801851
k2_n	-4.29537832101028	4.474722199695484	34.52978204471425	6.818576160917844	-0.02495940142347578	0.17907056854098843	0.3603560432736537	0.06036694704329612	-1.7979403821892905	1.8563065891464121	14.951596445703734	2.879181143898037	-1.2362392686987587	1.2380567159864508	9.679443430485602	1.7826232029718658	-1.2362392686987562	1.2380567159864484	9.679443430485605	1.8379119583851904
k3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k30	-1265795.951102224	1265796.9760952988	12656920.875116168	2533040.3954962776	2.011241481514661	2.932907344940235	14.573575782220708	2.7278575869659543	-104.12382525100287	104.3094199601597	1039.4305901066168	197.7115962087809	-632846.9192592269	632846.9302737766	6328468.038483088	1212718.9590159415	-632846.9192592273	632846.9302737771	6328468.038483093	1198193.2556413522
K_G	5.251545456491044	19.899977986618925	52.627959248343764	9.426667625712634	-1.7031258580211883	3.260668896727211	7.152926449946414	1.2986290272534147	7.624102883441037	14.728390025616527	48.414823909718315	9.519958997086441	-0.33471578446440153	1.8817391833811459	3.480766812079533	0.5829910552041182	-0.334715784464402	1.8817391833811477	3.480766812079535	0.5845640525738336
k_lk2	0.7551359061027205	4.7677746365461005	10.659821141788692	1.795721056527361	0.8596664973198733	3.4865933229323867	7.149904455150852	1.2025544498818463	0.38706234357216857	1.9810954605454785	4.876843816451547	0.8604662036590597	-0.24579646739466274	0.31374554892082374	1.5414566971955055	0.2962736962031539	-0.24579646739466296	0.31374554892082396	1.5414566971955064	0.2992724099316402
K_sigma	87.13134325841456	236.12490115806793	1518.6402649324536	285.96795850930147	2.0615375434786087	7.140296128722086	23.936668122500034	4.4424089988597775	65.50249466504171	210.35733242096452	1508.4783922125148	294.00450154567903	9.783655524947092	13.440368483646651	82.26454380143618	15.769573419467992	9.7836555249471	13.44036848364666	82.26454380143623	16.075662038041227
k_aut	1242.5044120412117	1282.9282662836476	12498.39577622688	2556.3543557589674	-0.17541593718409867	5.7405171440481535	19.94436908132424	3.642444928655982	1245.38132760197	1259.2296784874834	12497.493567199068	2360.043057832141	-1.3507498117872492	10.215019801456851	49.51530684019061	9.49229735251058	-1.3507498117872503	10.21501980145686	49.515306840190654	9.465847464206028
k_unc	-0.5957278156141473	1.8602333098508712	10.378788470094074	1.9359617165671446	-0.14413783152637466	1.1810502463624764	4.704117241876946	0.8870868587715779	-0.14858344134119125	0.5857239317760599	3.118079992891387	0.5939654131873714	-0.1515032713732917	0.15993143574258664	1.358624182640445	0.24933931929400172	-0.15150327137329175	0.15993143574258684	1.3586241826404457	0.2618346682261697
kCV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Keq1_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Keq2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CV0	0.029420695490104197	0.06945358002194531	0.19481112407838755	0.036405389884760386	0.03163419827650373	0.06453493752875655	0.2146734559662298	0.03956603274068526	-0.0024699821400762465	0.01759752406725184	0.03881187123374235	0.0066012890075188	0.00012823967679214621	0.0025230415265838305	0.007291855179988947	0.0013529237974319068	0.00012823967679180355	0.002523041526584063	0.007291855179989207	0.0013044581713744117
L_CVfrac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CVmax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_CVn	-2.3570264992713343	5.730517318350155	23.695113589397508	4.2848460547787806	-1.3720937232948456	3.8116318693465776	12.321249527635272	2.2775463549723556	-0.4595292300352069	1.7988066600712915	6.857695666470236	1.3030542882266063	-0.26270177293238217	0.5161353047500656	2.593737460806691	0.5072559539349797	-0.2627017730208578	0.51613530466159	2.593737460475008	0.49313113144408577
L_lk0	0.5936948996384744	0.9771197773752194	1.9516875818274966	0.3463754348998703	0.46466602044191224	0.8020136748197428	1.8601713121950607	0.33292111968401666	0.15383427086624848	0.3181806106701021	0.5218736139920043	0.08339597053120279	-0.012402695834846744	0.03065273563618394	0.061501826955303644	0.01082214299913363	-0.01240269583484676	0.03065273563618404	0.06150182695530364	0.010428868899137786
L_lkfrac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_lkn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L_n	0.5918505563508706	0.5918505563508706	5.918505563508705	1.1483213239699777	0.033316196772669275	0.033316196772669275	0.33316196772669276	0.06674267574182266	0.28057674069968835	0.28057674069968835	2.805767406996883	0.5396001255995218	0.1389788094392564	0.1389788094392564	1.3897880943925638	0.27924075347120986	0.13897880943925647	0.13897880943925647	1.3897880943925647	0.2803099412187405
mu_max	-114.7178402775826	337.034187828499	1741.515937747908	327.5489907159735	1.2424948827088738	2.241924092429474	7.021626057727307	1.3299637475798725	-225.25362545978325	228.98931422988807	1348.4705958881943	260.86883106004177	54.646645149745865	57.702795414811696	538.9497438488988	107.17887417570667	54.6466451497459	57.702795414811746	538.9497438488994	109.38008428242712
n_h	0.3446442197259153	35.14095011958064	194.06841994521977	37.37925965271308	1.56178301588518	3.92602261397286	12.921674293349938	2.393059091730006	14.106036674375524	15.65787685184147	109.37624777701068	21.313584862991757	-7.661587735267375	8.61265806252836	79.11323951694793	15.450148098498776	-7.661587735267379	8.612658062528366	79.11323951694798	15.441332342634025
n_m	-2488.9712702543425	2945.4389117841597	26927.745683277037	5273.3581039152905	-3.0857547854638563	7.457842700984602	27.613311174024386	5.26720813440332	-2599.5149457178222	2824.6305537348803	26898.981510474758	5126.49263274302	56.81471512447249	58.24316356697082	409.0887527811681	76.78113164380211	56.81471512447254	58.24316356697087	409.08875278116847	77.92348294209529
NADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADHn	-5.022994961832651	11.235230869389051	24.00490817539452	4.286923490667928	-4.252569020272015	10.251987453269763	17.879614800114123	2.9131945614385297	-0.51641361656114	1.1511752775627153	5.80593350731863	1.064301596128037	-0.1270061624997432	0.15715598426707095	1.211189634197312	0.21890142250986905	-0.12700616249974309	0.15715598426707103	1.211189634197313	0.23298821190098346
NADNADHrat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NADNADHratn	-2.841175195615427	7.573165892289507	10.704377326075122	1.5248428275687267	-2.5897604389144924	7.556397440322496	10.715089042149051	1.560953914617298	-0.252987250221272	0.37059406674318374	0.6731335921661047	0.1200886583050822	0.0007862467601762329	0.03182693586623338	0.05673412792741551	0.008955563838063625	0.000786246760178862	0.03182693586624147	0.0567341279274157	0.009078681785472484
NADpool	3.5554058006491887	8.600033480087744	15.735328393253203	2.6089843115227347	3.09522056492943	8.307069839473762	14.093495963535405	2.2216972274323368	0.27078101764514334	0.4645753723651487	0.9684473508426159	0.17406073130576413	0.09470210903730222	0.12945605709866925	0.9812595584076488	0.1970793118218795	0.09470210903730536	0.12945605709866717	0.9812595584076491	0.202709544774403
O2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O2c_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_1n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P_an	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_C1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_C3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
