Parameter	TOTAL_mu	TOTAL_mu_star	TOTAL_sigma	TOTAL_mu_star_conf	CCO_mu	CCO_mu_star	CCO_sigma	CCO_mu_star_conf	TOI_mu	TOI_mu_star	TOI_sigma	TOI_mu_star_conf	CBF_mu	CBF_mu_star	CBF_sigma	CBF_mu_star_conf
a_frac_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a_n	-1.634803403760543e-16	7.70467023514243e-15	1.5701207029954433e-14	2.7024159830452427e-15	-1.2656542480726783e-16	7.641387522738796e-15	1.5666535861482563e-14	2.679900522019855e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ared_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bred_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c3	1.9714235564238103	2.0994967615067215	20.075842905436737	3.8791641533857093	0.7314439509299581	0.8419996333786424	7.653981715723857	1.4702752248801294	0.18802562092383493	0.2181039333214527	1.8959992712234075	0.36408389748721254	1.0519539845700172	1.0561790975528258	10.531954336124624	1.9842267908767637
C_buffi	0.00012171928793010988	0.0001601223669045593	0.0013794035997176863	0.00027098542285720027	0.00014057237111745252	0.00014292807625434015	0.0013707795058862243	0.00026681781489277086	-1.715223702025044e-05	2.084409178138548e-05	0.00015498209878865736	3.088219912307662e-05	-1.7008461669300312e-06	3.0910172958097117e-06	2.433239960585016e-05	4.693768452837684e-06
C_im	-135.83975650491678	138.74130816347147	1373.0785651414344	273.1061161618503	0.5467982259425481	0.5468642392936078	4.371075380715494	0.8416974995147889	-136.41527230947156	138.1657021457899	1373.0099307928156	282.6374013256463	0.028717578612223297	0.04359622906571798	0.3696846513754212	0.07210055696870828
C_NADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C_NADH_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CBFn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ck2	0.25104587713412235	8.327251925008035	43.21822555401101	8.129091337823272	-2.390245044366123	2.4585828221985544	23.67787183165813	4.699489037529991	-1.111360418655692	1.1552580251096345	7.311620790473814	1.4194932607599142	3.7526513401559383	4.921998765722055	30.845726521386936	5.933802225117074
CMRO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CVinh	1.1146440880144555	1.7703248741728574	8.187710080577684	1.609315065769167	1.0411716753402391	1.6374196078989007	8.094370086143101	1.5584673885063114	0.027585810083362097	0.14750188440085465	0.3879792520874324	0.06905509322657234	0.04588660259085366	0.05623011487315309	0.2692077006277604	0.049515353169854566
cytox_tot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cytox_tot_tis	-223.5390429512996	229.19910560691923	1561.7021324091725	314.30305471069084	2.3834469536475966	2.64145012640514	10.702491760437773	2.120151937508768	-137.28049692373546	137.65798408975826	1372.9243968204844	252.40744821786734	-88.64199298122975	89.05274479781214	758.5836148152374	153.05852627293817
D_O2	0.8392650757822786	1.589076022777049	7.422330205179505	1.4779605751942333	0.6664153210110217	1.4915956708113183	7.019221760089007	1.3045990064902295	0.14195289155065965	0.2292351779043459	0.7572007582218075	0.14713964662596843	0.03089686322059748	0.12186590698024606	0.4633468284839954	0.0858762211447121
Dp3_corr	1.4640096917211636	1.503325823950215	14.031102298108161	2.798022321881942	1.4133705915099453	1.4570649174370849	13.60552287449225	2.5112049854134	0.01785091149266786	0.03968810898012394	0.20546431781522306	0.0390573899788499	0.032788188718550805	0.03426146834285662	0.24130801061418708	0.04585109290650648
Dp_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dp_CV0	-0.022827328747432683	1.941297913432214	7.650171228711539	1.4110190580236324	0.26443762288026007	1.4754656202011391	6.888547565111122	1.3363097468953997	-0.01622204297477872	0.20117980467870059	0.7515503635656726	0.1354718219551698	-0.2710429086529145	0.3062429634959485	2.058523333993816	0.40772069838867103
Dp_n	1.515192659346054	5.44623785428072	22.906810212261295	4.325013719410633	1.132492614425149	2.77727666775315	9.53554616787643	1.754948199372363	0.18159250886437872	0.7706174276523535	2.4920844848775867	0.46869404890925437	0.20110753605652623	2.343237153834009	13.65866215353352	2.559199227261264
DpH_n	-0.4058814666925494	0.6101157265805023	5.191709443499333	0.9967992792062537	-0.024476882472690267	0.07805136783983474	0.5808019291427415	0.11133180222401518	-0.3786302213199956	0.5093926864347472	4.494522685638846	0.8668154211165571	-0.0027743628998635095	0.022671672305920296	0.16229849555511283	0.03144568758895663
Dpsi_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E1NADH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E1NADH_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_1n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_2	1.7868606383139443	1.8694583434313723	10.769142628913798	2.0265593433333233	0.20682320150685865	0.2447890311119429	0.5650725051600846	0.11159871675776831	0.6761015452782021	0.7471717842356272	6.130296744352059	1.2549950224165989	0.9039358915288835	0.9467308067193224	8.931475255631701	1.7794565613039928
E_a30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E_c0	-0.03736019539502611	2.8619518298415505	16.85033588608983	3.2823739198581166	-0.19255850852687395	2.0198506699764964	12.465275867499615	2.4292100304849007	0.26738628220013	0.9170650053502524	4.370109370577431	0.8204458784014255	-0.11218796906828164	0.22242998807095507	1.2476318152626336	0.24124884662042595
E_N0	0.31515940685060717	1.432640695745647	5.3096940567965305	1.0014056580981816	-0.09509574949543033	1.0028398871612676	4.105440767712832	0.7613080500476106	0.38329802102449023	0.4355832437271369	2.1298580648946115	0.41020028762079924	0.02695713532154733	0.06153147161010473	0.2220258448756132	0.041272693369966675
f_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
h_0	263785.72263494274	718394.6025042977	5432203.311206318	1033643.5172737055	-1.1248302229254015	1.9152446450355136	13.75305268859701	2.6540884679228753	0.2916363668131258	0.6782567142261314	3.679383973587979	0.7113909301797834	263786.55582879874	718392.831992672	5432204.663464636	1049719.5231788245
H_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
h_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J_O2n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k1_n	0.09186900563355607	1.762919928053294	5.647458705245106	1.0423245145238849	0.1444897611456815	1.764594008505191	5.8604584288900305	1.0878634778131189	-0.06937631218629436	0.15166837360840493	0.5031012776496694	0.09485426896323709	0.016755556674167102	0.052456341566745335	0.32661327094853987	0.06503190548307274
k2_n	-7.422377091766567	7.624917785756116	43.12355788040909	8.206671182617248	-0.7683493662931912	0.8536034776056755	7.670540820686058	1.4405944629959349	-0.21060550340029113	0.2646969899708303	1.9065967903344718	0.37491632430818134	-6.443422222073084	6.522122827191052	39.20565282513666	7.577158776660637
k3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k30	0.10626385376274669	0.28693922710286535	1.4420506056420912	0.2698873559496143	0.09094602291779624	0.11009954903869934	0.483129103415731	0.0926144719155786	0.030033690115111575	0.03943765089851019	0.14752668098521585	0.027868990748208554	-0.01471585927016119	0.1559181373538398	1.0309732124446171	0.1896540177270872
K_G	2.0566832868926554	7.810997904890663	34.801766327018605	6.774268917850319	-1.0468609758477962	2.044396761005833	8.839516919707412	1.708266235513859	-0.39002212175698775	1.087805133943681	3.86436881781685	0.7142928153896969	3.493566384497439	5.267492055570717	29.657560530951038	5.6848172509584405
k_lk2	-398.7929212948818	530.895906829491	4691.473110011471	930.9593915564088	0.3249597608034337	1.0982134428040315	2.69081236758489	0.47504464885358527	0.43804394535205987	0.7326488526367236	2.930711468648855	0.5461760506937281	-399.55592500103745	529.2401695320716	4691.451993972646	938.8579197818126
K_sigma	-73.43156924009344	79.00426244048062	608.7101071595783	122.99266243694535	0.8136802948740978	1.4093584971356807	7.253490059879617	1.380660120208102	0.7124862259635348	1.1797921975389785	3.9806546154522655	0.7657382333047439	-74.95773576093107	76.72861041951619	608.4110585454935	115.97130913340074
k_aut	-2.0094795062240256	10.435575191520075	47.59866085546753	9.00728578414638	0.38058503920568404	5.397854549625534	27.02060519658779	5.00984757037686	-0.31736644060947145	1.2811287794678028	3.9077582106375295	0.7385227629475325	-2.0726981048202378	4.3109085208148	23.966158002459096	4.673739335781963
k_unc	287.400005706405	287.65975550462366	2873.697948484143	550.3605070743306	0.043461918571126405	0.2171045127987557	0.769889476520137	0.13975901440830132	290.59371549245157	290.6585305022551	2905.669541006744	562.4377339568391	-3.23717170461769	3.2567260612947835	32.21284076524272	6.228836052839332
kCV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
