Parameter	CCO_mu	CCO_mu_star	CCO_sigma	CCO_mu_star_conf	TOI_mu	TOI_mu_star	TOI_sigma	TOI_mu_star_conf	CBF_mu	CBF_mu_star	CBF_sigma	CBF_mu_star_conf	Vmca_mu	Vmca_mu_star	Vmca_sigma	Vmca_mu_star_conf
a_frac_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a_n	17.06979113094887	136.9273987597175	161.318614977333	17.148733335028524	-5.064876674509833e-07	1.875864574856223e-06	1.3574036557811187e-05	2.6924892294709044e-06	-2.2871488938869256e-10	3.6734493127910106e-10	2.989865120664581e-09	5.895473056218301e-10	-1.1435744895749167e-06	1.8367246148187633e-06	1.4949325531477512e-05	2.9495170080695403e-06
ared_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bred_n	0.35034304987068465	0.35034304987068465	3.503430498706845	0.6712887557044114	61.31389463563986	61.31389463563986	613.1389463563983	117.59755469468757	0.021247231937048573	0.021247231937048573	0.21247231937048572	0.03993195056517492	106.23615968524287	106.23615968524287	1062.3615968524284	210.664546883551
c3	-16.71891429628852	20.48766052841316	137.8997651174679	27.068333037218597	-55.60592279824041	155.23725570503376	829.7839755293272	159.54897892067817	0.4920749136357088	0.5706284741943699	5.323195809865469	1.0695803839260922	2460.3745681785445	2853.1423709718506	26615.979049327383	4979.44539437338
C_buffi	-4.407992173883571	4.412304620155643	44.096202817697915	8.441216724296881	-82.8783288437618	83.19723183705996	830.3830840826494	158.95657190663553	-0.016000049804613784	0.01600622447351341	0.1600316492478873	0.030197979781890816	-80.00024902306895	80.03112236756704	800.1582462394362	153.33232706668574
C_im	12.717399113256056	14.037994844157758	109.98000850189462	20.917300033112134	-2123.6406120607753	2494.6786319793173	22662.379658326852	4627.506811328553	-0.8852892324097823	1.0592527035653703	6.9012035334502535	1.3049757635161345	-4426.446162048911	5296.26351782685	34506.01766725127	6643.048081061767
C_NADH	0.35034304987068465	0.35034304987068465	3.503430498706845	0.6823696846309205	61.31389463563986	61.31389463563986	613.1389463563983	120.80387169728222	0.021247231937048573	0.021247231937048573	0.21247231937048572	0.04314653316716032	106.23615968524287	106.23615968524287	1062.3615968524284	216.50227053763606
C_NADH_n	-4.156210863417245	9.718570092122224	75.00141803435748	14.816558772043408	70.82846906094447	163.69425326873915	1265.552682837513	258.05106376848244	0.006574147914634609	0.03219914093512104	0.23345664591650878	0.045125933011934245	32.87073957317306	160.9957046756052	1167.28322958255	221.2095433259849
CBFn	0.35034304987068465	0.35034304987068465	3.503430498706845	0.689838599397058	61.31389463563986	61.31389463563986	613.1389463563983	117.32877315358049	0.021247231937048573	0.021247231937048573	0.21247231937048572	0.04271223797659712	106.23615968524287	106.23615968524287	1062.3615968524284	210.04922957103142
ck2	4.012499784528037	18.691263926312644	109.82941678968983	21.00147572582173	-53.009532896787995	234.85066067804507	1407.2221427326313	274.2635330546404	2.776616851882622	2.8470164347678866	27.871659382816237	5.246275539408898	13883.084259413114	14235.08217383942	139358.29691408132	26378.774557236095
CMRO2_n	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CVinh	2.5805591069510445	11.650320143706288	32.848690966395445	5.782604142639652	156.39518374830695	229.60299486778555	1241.768889605906	243.51718546753963	0.016432509256412597	0.027035616670580104	0.19789193602310792	0.03840907649285233	82.16254628206082	135.17808335290331	989.4596801155401	187.3657241166017
cytox_tot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
